anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,liquidez_lag1,cfo_lag1,gp_ratio_lag1,endeudamiento_lag1,dias_efectivo_lag1,liquidez_diff,gp_ratio_diff,endeudamiento_diff,cfo_roll2,liquidez_roll2,dias_efectivo_roll2,cfo_negativo,top2_concentracion,gp_x_endeudam,liq_x_dias
2017,Educación,95914574207.74568,54093464971.37405,1.3280490625644423,73.53088161531302,8803698878.14121,0.333324800343495,0.0866126155272129,0.2308198284136005,0.2302185728778525,0.23905230827951,0.3580410206784873,0.0757396214612549,0.5639754481337798,1,1.8699041909327616,7471860875.417036,0.461080895635537,0.3804823461736828,113.50005159538584,-0.5418551283683193,0.10289455249824275,-0.022441325495195508,8137779876.779123,1.5989766267486019,93.51546660534943,0,0.5641446287570955,0.2019263450874258,97.65261839875345
2018,Educación,91969266884.93433,53648214311.3473,1.2456695292992188,97.13288596965376,9056382703.450983,0.333324800343495,0.0631949739011184,0.1369762464618521,0.2035474221884324,0.2533906401847551,0.3580410206784873,0.0098902598899709,0.5833276281137294,1,1.3280490625644423,8803698878.14121,0.5639754481337798,0.3580410206784873,73.53088161531302,-0.08237953326522351,0.019352179979949646,0.0,8930040790.796097,1.2868592959318306,85.33188379248338,0,0.5368722225319273,0.20885521935980075,120.99547634529328
2019,Educación,97726443270.3066,50828415460.18506,1.4161402864368169,97.9081739859224,9677123329.69856,0.2713214881593878,0.0828131248589492,0.180591722055617,0.1906093583359319,0.2248591424608058,0.3580410206784873,-0.007432946243688,0.5201091307456686,0,1.2456695292992188,9056382703.450983,0.5833276281137294,0.3580410206784873,97.13288596965376,0.17047075713759807,-0.06321849736806084,0.0,9366753016.574772,1.330904907868018,97.52052997778807,0,0.4619308464953197,0.18622040403638,138.65170955292984
2020,Educación,101143974565.97543,58849032945.07658,1.2656935829289473,98.42892482631122,9404759282.88375,0.2726237295661396,0.0706702163667965,0.1992190311922124,0.1610658011971683,0.232813932769221,0.3478128013579017,0.0677123411776916,0.5818342931213348,0,1.4161402864368169,9677123329.69856,0.5201091307456686,0.3580410206784873,97.9081739859224,-0.1504467035078696,0.061725162375666276,-0.010228219320585596,9540941306.291157,1.3409169346828822,98.16854940611681,0,0.471842760758352,0.20236941541662598,124.58085852725786
2021,Educación,91449781806.6488,48757990936.1422,1.6057052399496714,54.30643039410653,5394111111.806449,0.2922809457089753,0.057014181165051,0.3193381518584581,0.1529812226485427,0.2458802639114124,0.3478128013579017,-0.0019262774741486,0.5331668372837745,0,1.2656935829289473,9404759282.88375,0.5818342931213348,0.3478128013579017,98.42892482631122,0.3400116570207241,-0.04866745583756038,0.0,7399435197.3451,1.4356994114393093,76.36767761020887,0,0.6116190975674334,0.18544225126680214,87.20011984677895
2022,Educación,107232859160.89024,55820005067.738335,1.1671207984970522,72.04445590711043,5394111111.806449,0.2739953445755193,0.0475195029952026,0.31022181617013,0.178997594216736,0.2414307870881066,0.3466011330154218,0.0624654716410808,0.5205494426292132,0,1.6057052399496714,5394111111.806449,0.5331668372837745,0.3478128013579017,54.30643039410653,-0.4385844414526192,-0.012617394654561243,-0.0012116683424799324,5394111111.806449,1.3864130192233617,63.17544315060848,0,0.5842171607456492,0.1804230266058316,84.0845829055924
2023,Educación,103412215267.8171,57588204553.58153,1.5881479026486172,115.91465747830154,5394111111.806449,0.307182013638535,0.0674304936359953,0.212069739652075,0.092516562774471,0.2553539535359269,0.3062602440375931,0.0168428934138506,0.5568800978147458,0,1.1671207984970522,5394111111.806449,0.5205494426292132,0.3466011330154218,72.04445590711043,0.42102710415156497,0.03633065518553258,-0.04034088897782867,5394111111.806449,1.3776343505728348,93.97955669270598,0,0.51925175329061,0.17055023465642277,184.08962016039743
2024,Educación,114564143436.4144,62247990685.02573,1.5148764223633049,104.23069893910991,6040497269.618941,0.3957734296084995,0.0553136255088246,0.1459020771948572,0.2288031405695311,0.2636828302029788,0.4150533049601606,0.1119929856757113,0.543346188588009,0,1.5881479026486172,5394111111.806449,0.5568800978147458,0.3062602440375931,115.91465747830154,-0.07327148028531227,-0.013533909226736807,0.10879306092256746,5717304190.712695,1.551512162505961,110.07267820870572,0,0.6245765701780306,0.2255176313109598,157.89662830930556
2025,Educación,109958725258.5018,66890966152.85871,1.0840108590200694,89.39135852794736,3451619174.9825883,0.2896112838927719,0.0452171545128843,0.2343607140451684,0.1944481223908669,0.2345216412536186,0.4320528006975357,0.0087931892591517,0.608327952107528,1,1.5148764223633049,6040497269.618941,0.543346188588009,0.4150533049601606,104.23069893910991,-0.43086556334323545,0.06498176351951901,0.016999495737375137,4746058222.300765,1.2994436406916872,96.81102873352864,0,0.5239719979379402,0.2628297954506538,96.90120334685123
2017,Facultad de Ingeniería,166353159058.12463,89905141605.03621,1.7188302992282547,74.76548533220137,4558966627.773841,0.3232824362190741,0.1041186016545091,0.3293393044486893,0.2201621559151551,0.2728214637178576,0.4429894860716994,0.0300460959734695,0.5404474559669943,1,1.8052943056192088,4134823981.829304,0.4229328302642771,0.3456869896915058,93.5744253904058,-0.08646400639095408,0.1175146257027172,0.09730249638019361,4346895304.801573,1.7620623024237316,84.16995536130358,0,0.6526217406677635,0.2394125407675762,128.50918152549335
2018,Facultad de Ingeniería,162984532328.04852,81819035583.14615,1.323888653539236,98.43431030597569,-17233736179.580048,0.2969122552070157,0.054887612589388,0.0800705447269637,0.1091386758196061,0.3201647369841567,0.4429894860716994,-0.0430214165487475,0.5020049106160833,1,1.7188302992282547,4558966627.773841,0.5404474559669943,0.4429894860716994,74.76548533220137,-0.3949416456890187,-0.03844254535091096,0.0,-6337384775.903103,1.5213594763837452,86.59989781908853,1,0.4060509310266218,0.22238289735928815,130.3160665330415
2019,Facultad de Ingeniería,152736632689.66312,84236771007.45686,1.8831732052571133,70.61722682490331,18277718039.49787,0.3636902931202528,0.066771781019996,0.219408475276059,0.275694610637509,0.2664172428058243,0.4702988804749877,-0.0249395879145183,0.5515164864123512,0,1.323888653539236,-17233736179.580048,0.5020049106160833,0.4429894860716994,98.43431030597569,0.5592845517178773,0.04951157579626786,0.02730939440328828,521990929.9589119,1.6035309293981745,84.5257685654395,0,0.6393849037577618,0.25937758612322753,132.98446938622178
2020,Facultad de Ingeniería,172868788412.39478,98845423596.11948,1.0004271498652284,92.13108454441632,13292013158.99182,0.4177443090990554,0.0899128827406693,0.2734696334852868,0.1490916514301123,0.2844780562184949,0.4211417595605494,0.0241304447417068,0.5717945067117287,1,1.8831732052571133,18277718039.49787,0.5515164864123512,0.4702988804749877,70.61722682490331,-0.8827460553918849,0.02027802029937753,-0.0491571209144383,15784865599.244846,1.4418001775611708,81.37415568465983,0,0.6912139425843422,0.2408065446636338,92.17043832476281
2021,Facultad de Ingeniería,170917957588.87988,100258608118.94786,1.315355978287264,80.97222789212236,8913080223.272886,0.283442250787836,0.0832440809819905,0.1651398476758482,0.0950759859983023,0.2627816931045558,0.3677307169518314,0.0858142968511971,0.586589083635708,1,1.0004271498652284,13292013158.99182,0.5717945067117287,0.4211417595605494,92.13108454441632,0.3149288284220355,0.014794576923979341,-0.053411042608717985,11102546691.132353,1.1578915640762462,86.55165621826934,0,0.44858209846368424,0.21570682428147672,106.50730403314189
2022,Facultad de Ingeniería,168466708271.0406,93764804459.5067,0.9898916466782232,118.08469064075364,11326319716.957417,0.2657048799436566,0.0453507602655908,0.1593738434452415,0.2634845343835274,0.2382816463130257,0.4960164434037306,0.0236822082261488,0.5565776492091931,1,1.315355978287264,8913080223.272886,0.586589083635708,0.3677307169518314,80.97222789212236,-0.32546433160904076,-0.030011434426514993,0.12828572645189917,10119699970.11515,1.1526238124827435,99.528459266438,0,0.529189414327184,0.2760716660387531,116.89104886586418
2023,Facultad de Ingeniería,171339712261.73602,112901246195.93803,1.2783748458121014,55.5027045055618,8566619224.657822,0.2960411782713723,0.0728410937854366,0.1211056034239775,0.2084905854188207,0.2419963341065992,0.4060299214854815,-0.0197345342822716,0.6589321570907727,1,0.9898916466782232,11326319716.957417,0.5565776492091931,0.4960164434037306,118.08469064075364,0.2884831991338782,0.10235450788157963,-0.08998652191824907,9946469470.80762,1.1341332462451623,86.79369757315771,0,0.5045317636901929,0.2675461720078254,70.95326131445219
2024,Facultad de Ingeniería,168213524094.487,91962499983.26688,0.772001314366346,104.18975036425134,7863329552.152785,0.33506244947837,0.0802547810791274,0.2339370428048,0.1251620611962156,0.2399877466096606,0.5687529073910629,0.1215468155287737,0.5467009889859435,1,1.2783748458121014,8566619224.657822,0.6589321570907727,0.4060299214854815,55.5027045055618,-0.5063735314457554,-0.11223116810482914,0.16272298590558137,8214974388.405304,1.0251880800892237,79.84622743490658,0,0.56899949228317,0.31093777695932484,80.43462422470351
2025,Facultad de Ingeniería,186669848767.06537,97254669294.58565,1.4858805119463838,145.04553453162595,11239676542.986418,0.3299870072432586,0.069486945957436,0.1918038034236763,0.1401071412489639,0.2422926437351181,0.3554850232480702,0.0754589969486714,0.5209982754951722,0,0.772001314366346,7863329552.152785,0.5467009889859435,0.5687529073910629,104.18975036425134,0.7138791975800378,-0.025702713490771356,-0.2132678841429927,9551503047.569601,1.1289409131563648,124.61764244793865,0,0.5217908106669349,0.18520708407660577,215.52033310538926
2017,Institutos,79466679357.30127,36418977656.14899,1.1620494424977683,88.98636462303102,11694595162.749365,0.3517485054995147,0.1153320614220374,0.2173195269964329,0.162639810468054,0.2341047711262686,0.3880177539811255,0.0380659732830824,0.4582924308740839,0,1.1652065526174884,6335817431.093542,0.5209348937314899,0.3952168014287351,88.98636462303102,-0.0031571101197200857,-0.06264246285740604,-0.00719904744760963,9015206296.921453,1.1636279975576285,88.98636462303102,0,0.5690680324959476,0.17782559969431225,103.40655540009634
2018,Institutos,78015051662.17247,40837959190.06778,1.3184308142782135,66.56949318489873,16766030668.952995,0.2484666818911097,0.0915100187168481,0.2365281638274422,0.1728164599608359,0.2187606750549695,0.4785154886452615,-0.0396480178326081,0.5234625667737535,0,1.1620494424977683,11694595162.749365,0.4582924308740839,0.3880177539811255,88.98636462303102,0.1563813717804452,0.06517013589966958,0.09049773466413602,14230312915.851181,1.240240128387991,77.77792890396488,0,0.4849948457185519,0.25048494592724546,87.76727110585402
2019,Institutos,84240807790.99437,41793762397.065895,1.0214508925976236,107.7724935881754,5819995538.209627,0.3098834355865162,0.0794728875959831,0.269897869283858,0.1609740892837424,0.2187606750549695,0.2663577119151032,0.0105954287356441,0.496122526516582,0,1.3184308142782135,16766030668.952995,0.5234625667737535,0.4785154886452615,66.56949318489873,-0.29697992168058995,-0.02734004025717146,-0.2121577767301583,11293013103.58131,1.1699408534379185,87.17099338653706,0,0.5797813048703742,0.1321460609924969,110.08430977311342
2020,Institutos,88815345486.20586,48808511024.47886,1.4982981442788854,115.78919531568464,7215369278.586036,0.3652489740186552,0.0736406955366682,0.2348278283643269,0.2009337052173817,0.2500605488024896,0.307489127522765,0.1250314401828751,0.5495504268691882,0,1.0214508925976236,5819995538.209627,0.496122526516582,0.2663577119151032,107.7724935881754,0.47684725168126185,0.053427900352606195,0.041131415607661814,6517682408.397831,1.2598745184382545,111.78084445193002,0,0.6000768023829821,0.16898078128776978,173.4867364690357
2021,Institutos,86850349836.78622,48375245578.66163,1.154899149907966,83.16843797595918,4310000696.714934,0.3191534129926625,0.0579521784979262,0.1063691144522848,0.1542956063413371,0.2715492253258029,0.3993394788265717,0.1250314401828751,0.556995402661831,1,1.4982981442788854,7215369278.586036,0.5495504268691882,0.307489127522765,115.78919531568464,-0.3433989943709195,0.007444975792642805,0.0918503513038067,5762684987.650485,1.3265986470934257,99.47881664582191,0,0.4734490193339996,0.22243025380777207,96.05115831760865
2022,Institutos,96560218772.82063,51894356109.69922,1.70168906342089,106.8343803210573,4031227054.646995,0.3666792547197336,0.0685340359835043,0.1845838757793226,0.2183932179997492,0.2470997464699926,0.4058441766607576,0.0294609259791408,0.5374299765392229,0,1.154899149907966,4310000696.714934,0.556995402661831,0.3993394788265717,83.16843797595918,0.5467899135129242,-0.019565426122608143,0.006504697834185891,4170613875.6809645,1.4282941066644281,95.00140914850823,0,0.5850724727194828,0.2181128263413712,181.79889658969117
2023,Institutos,94862291806.21336,55192825634.89855,1.5968712220016068,57.92190663329646,-1436194526.0637827,0.2031915578991444,0.0528395979487331,0.2085982730857041,0.1994190090431236,0.2402234650408361,0.3817788604223049,0.0931493808314623,0.5818204956258868,1,1.70168906342089,4031227054.646995,0.5374299765392229,0.4058441766607576,106.8343803210573,-0.1048178414192833,0.044390519086663915,-0.024065316238452705,1297516264.2916062,1.6492801427112485,82.37814347717688,1,0.4117898309848485,0.2221267657903917,92.4938258261751
2024,Institutos,95938397015.83038,50738856653.68054,1.514532426190588,102.16142523402934,-2030357185.4035544,0.368902850197998,0.0620293378490483,0.1989157949612423,0.1522830881451025,0.2501614542150387,0.4498219885959628,0.040798943806812,0.5288691309414764,1,1.5968712220016068,-1436194526.0637827,0.5818204956258868,0.3817788604223049,57.92190663329646,-0.08233879581101888,-0.05295136468441042,0.06804312817365787,-1733275855.7336686,1.5557018240960974,80.0416659336629,1,0.5678186451592403,0.23789696418711354,154.7267912227828
2025,Institutos,92638679342.211,47942645816.9161,1.2691849098504158,60.31654168640532,-17079781242.224829,0.2435015469160113,0.0535152930351894,0.2045124427991947,0.194067174869984,0.2343058141741049,0.3887035148303462,0.0378570905344368,0.5175229845388236,1,1.514532426190588,-2030357185.4035544,0.5288691309414764,0.4498219885959628,102.16142523402934,-0.24534751634017216,-0.011346146402652746,-0.06111847376561658,-9555069213.814192,1.3918586680205018,81.23898346021733,1,0.448013989715206,0.20116300309573165,76.55284452274918
2017,Medicina,210566283492.7202,114048549007.01276,1.5732161502668007,112.4281174918966,-30534927270.813225,0.3011193206686172,0.0215256854060574,0.2547893659569804,0.2550320218685454,0.2491626627680512,0.3968435537183774,0.037729105577837,0.5416277815956974,1,1.0192341490419046,13319246561.90809,0.5058036467303966,0.3253969476637355,109.9833174072631,0.5539820012248962,0.03582413486530078,0.07144660605464187,-8607840354.452568,1.2962251496543526,111.20571744957985,1,0.5561513425371626,0.21494149364103768,176.87373018234513
2018,Medicina,199304513538.58585,111053045216.63382,1.5604910671884882,88.05506041460558,-38417592441.7319,0.377530495843424,0.0668527596273845,0.2136781218145182,0.2270364308733842,0.2574049611374159,0.3076026277294317,0.063090051305646,0.5572028613146972,1,1.5732161502668007,-30534927270.813225,0.5416277815956974,0.3968435537183774,112.4281174918966,-0.012725083078312549,0.015575079718999851,-0.08924092598894567,-34476259856.27257,1.5668536087276443,100.2415889532511,1,0.6045669267168082,0.17139706431875895,137.40913519773466
2019,Medicina,203468021465.96655,105382682553.07584,1.3727182677372065,153.77592470398332,-34554950471.16929,0.2676821219631379,0.0524850017803614,0.1510137510670625,0.2009287376513052,0.2450980106959715,0.3076026277294317,0.0310249050354173,0.517932409200248,1,1.5604910671884882,-38417592441.7319,0.5572028613146972,0.3076026277294317,88.05506041460558,-0.18777279945128167,-0.03927045211444924,0.0,-36486271456.45059,1.4666046674628475,120.91549255929445,1,0.4686108596144431,0.15931737005623156,211.09102097933908
2020,Medicina,213352103068.13354,101817971855.50555,1.3286870546908065,101.40724576497723,11599844276.91916,0.3158685807796488,0.0628485117002587,0.2470615648598836,0.2336039481414573,0.2391063688062204,0.3551725700955103,0.0251173665963026,0.4772297549042215,0,1.3727182677372065,-34554950471.16929,0.517932409200248,0.3076026277294317,153.77592470398332,-0.04403121304640001,-0.040702654296026486,0.04756994236607859,-11477553097.125065,1.3507026612140065,127.59158523448028,0,0.5629301456395324,0.1694989185753828,134.73849469977435
2021,Medicina,205408116813.39505,104298008928.68416,1.344373829568653,73.14181527987816,9381915731.874828,0.4109517340542251,0.053522804324293,0.2105851570753166,0.1439996572076335,0.2695675458205497,0.3021810432200972,0.023350114119429,0.5077599198450111,1,1.3286870546908065,11599844276.91916,0.4772297549042215,0.3551725700955103,101.40724576497723,0.01568677487784642,0.03053016494078964,-0.052991526875413086,10490880004.396996,1.3365304421297297,87.2745305224277,0,0.6215368911295417,0.15343542228411838,98.32994230941281
2022,Medicina,219942081545.07343,112454236178.04152,1.4239169934473823,93.89070144162308,5072752368.569382,0.3537981696501488,0.0402639222141935,0.2229645566947353,0.2497616434804333,0.2566337595137436,0.3021810432200972,0.0158366694560678,0.511290224172021,0,1.344373829568653,9381915731.874828,0.5077599198450111,0.3021810432200972,73.14181527987816,0.0795431638787294,0.0035303043270098478,0.0,7227334050.222105,1.3841454115080176,83.51625836075061,0,0.6035598131305822,0.15450221332853867,133.69256530942175
2023,Medicina,226967211800.29883,116819944009.94148,1.215764469362682,117.93684594000516,6673953786.896633,0.3330025364040417,0.0675384022887526,0.1640652199427213,0.2115931213893719,0.2372279327107722,0.3035371306926688,0.0622672437087771,0.514699647950593,0,1.4239169934473823,5072752368.569382,0.511290224172021,0.3021810432200972,93.89070144162308,-0.20815252408470042,0.003409423778572007,0.0013560874725715988,5873353077.733007,1.3198407314050322,105.91377369081411,0,0.5445956577934136,0.15623045430744975,143.38342692255873
2024,Medicina,242257334983.92548,131715191006.79236,1.4320455232740643,84.48645505620004,14242864505.89658,0.3680534178823241,0.0580263060638097,0.2092508477518054,0.1090491458697459,0.2598497329008183,0.3035371306926688,0.0004268850698595,0.5436994963043413,0,1.215764469362682,6673953786.896633,0.514699647950593,0.3035371306926688,117.93684594000516,0.21628105391138241,0.02899984835374836,0.0,10458409146.396606,1.323904996318373,101.2116504981026,0,0.5773042656341295,0.16503298506726904,120.9884497405267
2025,Medicina,226558438857.7636,135709437241.02762,1.3788478052116755,53.14624529495305,16366613447.016373,0.3538406491234805,0.0249785930161526,0.1867071516490306,0.1814376201001567,0.2576335158129526,0.4466296191221492,0.0205811025959765,0.5990041153409775,1,1.4320455232740643,14242864505.89658,0.5436994963043413,0.3035371306926688,84.48645505620004,-0.05319771806238882,0.05530461903663619,0.1430924884294804,15304738976.456476,1.40544666424287,68.81635017557655,0,0.5405478007725111,0.2675329798873407,73.28058368018735
